wd,dr2name,source_id,teffh,g_gaia_mag,pwd,ra,dec,massh
WDJ022103.68+113507.11,Gaia DR2 72729223843907200  ,72729223843907200,8567.258,20.14643,0.785636,35.2653312092077,11.5852338909895,0.359188
WDJ021958.13+120616.64,Gaia DR2 72953489856323712  ,72953489856323712,11044.92,20.02901,0.959444,34.9922158261438,12.1045477971042,0.721829
WDJ021728.27+124439.42,Gaia DR2 73891686807920256  ,73891686807920256,19244.53,20.01258,0.993932,34.367819133928,12.7442289201782,1.031305
WDJ022748.48+123511.84,Gaia DR2 74352240445906304  ,74352240445906304,19077.84,20.0527,0.992287,36.9520194920049,12.5866379668749,0.752464
WDJ211414.56+321912.06,Gaia DR2 1854645772677396224,1854645772677396224,11833.95,20.22461,0.99729,318.560717470716,32.320020205264,0.881867
WDJ211534.59+324919.65,Gaia DR2 1854688580609094016,1854688580609094016,4576.671,20.12568,0.85667,318.895343365457,32.8226405242452,0.641938
WDJ211534.14+324917.86,Gaia DR2 1854688584905256704,1854688584905256704,4740.914,20.21397,0.891316,318.893476412141,32.8221393839131,0.652685
WDJ211312.39+323710.45,Gaia DR2 1854711945229583872,1854711945229583872,13593.89,20.30025,0.980198,318.301682678824,32.6196142714745,0.427152
WDJ204222.39+271210.80,Gaia DR2 1856372727480854784,1856372727480854784,7454.685,20.07771,0.827844,310.593396776134,27.203067107183,0.239431
WDJ204939.54+304624.49,Gaia DR2 1859483829992356096,1859483829992356096,11896.31,20.39675,0.976203,312.414740106739,30.7734347312328,0.648465
WDJ202048.46+284836.21,Gaia DR2 1861116261159873792,1861116261159873792,5566.309,20.24779,0.918823,305.201592885465,28.8098931387465,1.016046
WDJ205948.05+300305.13,Gaia DR2 1864491345244675328,1864491345244675328,20321.06,20.00759,0.997614,314.950212297028,30.051380647326,0.839226
WDJ210232.48+315625.82,Gaia DR2 1864769109369404288,1864769109369404288,15646.62,20.01889,0.998319,315.635252752753,31.9404287079551,0.784489
WDJ210113.32+315540.96,Gaia DR2 1864953006985337600,1864953006985337600,9934.21,20.00419,0.990113,315.305644031505,31.9281088678048,0.797877
WDJ205445.88+321714.81,Gaia DR2 1865725581408337536,1865725581408337536,20221.74,20.23807,0.998581,313.691121866104,32.2873877403668,1.190702
WDJ205953.09+332222.55,Gaia DR2 1866212424540862336,1866212424540862336,21968.65,20.1513,0.998566,314.971167583207,33.3729296958514,1.032336
WDJ210132.86+335514.23,Gaia DR2 1866390377931114752,1866390377931114752,7330.645,20.05962,0.992521,315.387079448355,33.9205602397817,0.555434
WDJ210745.90+344548.27,Gaia DR2 1867155427557858048,1867155427557858048,11991.83,20.11055,0.997228,316.941205804402,34.7633706154517,0.798528
WDJ203944.64+355305.13,Gaia DR2 1870512756258703872,1870512756258703872,4392.191,20.12471,0.968724,309.936164104316,35.8846898151944,0.467506
WDJ223225.63+223957.38,Gaia DR2 1875233745646007936,1875233745646007936,12379.74,20.16463,0.997643,338.106919885865,22.6659953824229,0.805848
WDJ223140.89+233301.10,Gaia DR2 1875431077919202176,1875431077919202176,4151.159,20.0097,0.989665,337.920104664072,23.5504920740527,0.395986
WDJ222939.83+232833.22,Gaia DR2 1875613425049207552,1875613425049207552,11083.66,20.37625,0.983707,337.416031228778,23.4758867278817,0.612357
WDJ222735.43+235945.26,Gaia DR2 1875702549916338560,1875702549916338560,4942.741,20.15906,0.972078,336.897337262315,23.9952822803087,0.642055
WDJ224109.37+220726.12,Gaia DR2 1875750790990506880,1875750790990506880,7102.824,20.09428,0.986206,340.2891203128,22.1239305088199,0.39772
WDJ223558.96+235304.29,Gaia DR2 1876905896673872896,1876905896673872896,14877.6,20.02368,0.997866,338.995503763016,23.8845979065356,1.199347
WDJ224604.37+255400.87,Gaia DR2 1877624736759001088,1877624736759001088,9954.819,20.27521,0.995967,341.518348285237,25.900283417826,1.001095
WDJ223829.77+260624.01,Gaia DR2 1877828764885855360,1877828764885855360,16316.59,20.25503,0.998247,339.624014876671,26.1066171362871,0.877708
WDJ224200.75+262326.16,Gaia DR2 1877877486994604032,1877877486994604032,19018.03,20.02546,0.995194,340.503023312931,26.3905227233986,0.60598
WDJ222132.18+224842.20,Gaia DR2 1878143912405699584,1878143912405699584,15390.04,20.11472,0.888482,335.384115798584,22.8116812553348,0.389561
WDJ222410.21+231722.02,Gaia DR2 1878188511347506432,1878188511347506432,12136.64,20.04006,0.998186,336.042516381919,23.2893821585395,0.781706
WDJ222148.10+234541.09,Gaia DR2 1878276266118551680,1878276266118551680,9937.884,20.25545,0.943113,335.450307242024,23.7613987818676,0.309618
WDJ222053.10+235938.20,Gaia DR2 1878473868974197888,1878473868974197888,9293.733,20.00015,0.962716,335.221329605979,23.9939245840298,0.403945
WDJ221231.44+242639.89,Gaia DR2 1879264662650079616,1879264662650079616,14200.14,20.21767,0.996825,333.13109468588,24.4443096635002,0.630207
WDJ222148.63+261240.65,Gaia DR2 1879943778581363072,1879943778581363072,9083.518,20.00817,0.985096,335.452544056047,26.2112516031125,0.637903
WDJ221612.45+253610.80,Gaia DR2 1879985804837787520,1879985804837787520,14386.49,20.2633,0.929745,334.051922976015,25.6029352643916,0.381509
WDJ221522.17+262627.60,Gaia DR2 1880109121938437632,1880109121938437632,12398.61,20.01642,0.98504,333.842332118002,26.4409336906953,0.467652
WDJ222953.41+354016.29,Gaia DR2 1905773200799638144,1905773200799638144,5504.142,20.09373,0.94575,337.47252787064,35.6711164209564,0.288966
WDJ222236.38+352659.87,Gaia DR2 1905906757104343168,1905906757104343168,10717.27,20.02784,0.982855,335.651525665777,35.4499805702337,0.476194
WDJ222210.13+355905.78,Gaia DR2 1905982962706756736,1905982962706756736,17943.62,20.05669,0.998717,335.542279522754,35.98493894535,1.052516
WDJ221346.29+361303.80,Gaia DR2 1906588278216764544,1906588278216764544,12658.51,20.26731,0.998124,333.44296965088,36.2178338657286,0.802502
WDJ221451.52+361713.49,Gaia DR2 1906610096650795008,1906610096650795008,10373.24,20.27618,0.99589,333.714649771909,36.2870548768952,0.838359
WDJ221919.91+364620.33,Gaia DR2 1906830823610515328,1906830823610515328,20943.16,20.31659,0.998742,334.833011676462,36.7723032480509,1.030077
WDJ222926.75+382610.48,Gaia DR2 1907827462181940480,1907827462181940480,14998.16,20.03849,0.827735,337.361498759784,38.4362584048678,0.228941
WDJ222041.25+382030.44,Gaia DR2 1908704872459734656,1908704872459734656,12836.91,20.22739,0.996049,335.17190665579,38.3416926742573,1.218008
WDJ222132.11+382831.73,Gaia DR2 1908710374316147584,1908710374316147584,25901.31,20.17882,0.996666,335.383735607427,38.4754421626214,0.875882
WDJ222305.67+385055.35,Gaia DR2 1908746756983173376,1908746756983173376,13395.23,20.2812,0.996311,335.773691595887,38.8486388739208,0.540002
WDJ223002.14+394349.10,Gaia DR2 1909075961929875328,1909075961929875328,7739.592,20.25001,0.995504,337.509105431089,39.7302583305725,0.865237
WDJ231453.50+303719.08,Gaia DR2 1909560777839150720,1909560777839150720,9038.955,20.31705,0.80807,348.722854049536,30.6219476323649,0.238931
WDJ231740.88+304946.82,Gaia DR2 1909668972358752896,1909668972358752896,15572.89,20.26427,0.998116,349.420417980213,30.8296338466585,1.048738
WDJ231230.40+304809.14,Gaia DR2 1909809984725833216,1909809984725833216,9854.438,20.01605,0.995351,348.126972767491,30.8025253236546,0.927738
WDJ231438.36+312720.25,Gaia DR2 1909856026775064448,1909856026775064448,17559.44,20.42615,0.99841,348.659912784917,31.4555224251824,1.123636
WDJ232249.02+332419.47,Gaia DR2 1910556209522717824,1910556209522717824,16834.88,20.416,0.997521,350.7042868964,33.4053629731528,1.255826
WDJ231919.67+332347.51,Gaia DR2 1910588988713118080,1910588988713118080,28085.37,20.11207,0.958584,349.83203947454,33.3965036206053,0.547887
WDJ230728.65+322020.93,Gaia DR2 1910942997097384960,1910942997097384960,7807.899,20.02854,0.994403,346.869478017942,32.338963924516,0.984766
WDJ231405.05+335222.17,Gaia DR2 1911343494212007040,1911343494212007040,11495.06,20.14285,0.997962,348.520895394148,33.8727378193348,0.682588
WDJ231127.98+334824.57,Gaia DR2 1911515911375390464,1911515911375390464,11419.82,20.14545,0.972733,347.866478406401,33.8066983415767,0.413977
WDJ232249.21+343117.62,Gaia DR2 1912183589812061184,1912183589812061184,8970.253,20.21474,0.986775,350.704989383989,34.5215184333861,0.611924
WDJ232539.12+343408.67,Gaia DR2 1912221218020988160,1912221218020988160,22718.67,20.02392,0.820501,351.41293727216,34.5690156315761,0.251433
WDJ232437.81+344816.85,Gaia DR2 1912276090523121280,1912276090523121280,29258.13,20.04126,0.998634,351.157589993855,34.8047030915509,1.16776
WDJ233137.13+341835.44,Gaia DR2 1912342366163006848,1912342366163006848,10848.17,20.48405,0.995554,352.904932447904,34.309828707591,1.183716
WDJ233528.47+352550.39,Gaia DR2 1912498050136474112,1912498050136474112,12932.69,20.14023,0.990745,353.868545428908,35.4306424178642,0.526522
WDJ233427.55+361711.21,Gaia DR2 1912619889769847808,1912619889769847808,13165.51,20.50872,0.993699,353.614766734126,36.2864594889914,0.673851
WDJ232900.04+354120.10,Gaia DR2 1912704552164576384,1912704552164576384,22512.66,20.25812,0.955028,352.250229947081,35.688902532122,0.479829
WDJ231602.72+355047.38,Gaia DR2 1913287052809440000,1913287052809440000,16426.47,20.37096,0.997852,349.011460641922,35.8465447383418,1.208058
WDJ231915.97+362558.60,Gaia DR2 1913411160184402944,1913411160184402944,5472.52,20.25739,0.982993,349.816632440331,36.4330703190157,0.711278
WDJ233044.19+372022.37,Gaia DR2 1913672642088490496,1913672642088490496,13354.13,20.2989,0.997725,352.684083182913,37.3395233209844,1.033042
WDJ232612.70+374515.59,Gaia DR2 1913922158212593536,1913922158212593536,24398.66,20.06874,0.985791,351.552912114566,37.7543001921502,0.571181
WDJ232739.69+380926.48,Gaia DR2 1913957480024153344,1913957480024153344,10292.31,20.1718,0.977728,351.91550665841,38.1573909497876,0.444696
WDJ230319.93+345618.07,Gaia DR2 1914534654909522688,1914534654909522688,14979.31,20.34135,0.998345,345.833123602834,34.9383478869629,0.805787
WDJ230342.95+350356.02,Gaia DR2 1914559325201872896,1914559325201872896,10657.41,20.09915,0.996884,345.928950781044,35.0655079479506,0.989574
WDJ230407.94+353110.26,Gaia DR2 1914587882440800512,1914587882440800512,9821.949,20.36817,0.969144,346.033053404754,35.5194877515577,0.550622
WDJ231034.99+344112.98,Gaia DR2 1914629487787181312,1914629487787181312,9675.81,20.36054,0.988033,347.645834390311,34.6869290323288,0.611399
WDJ230755.55+350953.81,Gaia DR2 1914696218695671296,1914696218695671296,11324.92,20.14721,0.996028,346.981580127355,35.1649574974026,0.668147
WDJ231155.36+354551.06,Gaia DR2 1914840456580743680,1914840456580743680,12769.51,20.07054,0.998155,347.980544829916,35.7641262515195,0.935282
WDJ230156.40+352011.36,Gaia DR2 1915309196428810496,1915309196428810496,7664.602,20.36033,0.992202,345.484815087171,35.3363948012782,0.754725
WDJ230133.34+354543.85,Gaia DR2 1915357093904104704,1915357093904104704,12152.72,20.35756,0.924054,345.38891858993,35.7621351732096,0.542603
WDJ230511.60+364611.58,Gaia DR2 1915788961455426560,1915788961455426560,10317.49,20.17653,0.986159,346.298362376252,36.7698354395552,0.489297
WDJ230352.69+370025.79,Gaia DR2 1915854412461094912,1915854412461094912,11204.68,20.08745,0.996443,345.969579868977,37.0071786624004,1.012837
WDJ230126.86+372556.25,Gaia DR2 1916115718271299712,1916115718271299712,11208.44,20.07445,0.99779,345.362160476644,37.4323623376978,0.941507
WDJ230408.58+372723.08,Gaia DR2 1916151143160254336,1916151143160254336,16629.48,20.5476,0.935646,346.035702722605,37.4564344934547,0.418693
WDJ231557.34+362845.34,Gaia DR2 1916338644253508608,1916338644253508608,10239.75,20.40206,0.996443,348.988879843607,36.479209377761,0.99118
WDJ231452.43+365228.56,Gaia DR2 1916414716713504384,1916414716713504384,9225.753,20.11147,0.9933,348.718487541541,36.8745873514682,0.753625
WDJ231538.85+382305.79,Gaia DR2 1916826037145430528,1916826037145430528,14191.46,20.0873,0.990665,348.911916728154,38.3848875192664,0.449181
WDJ231847.32+381531.88,Gaia DR2 1917137439449827584,1917137439449827584,10325.74,20.1303,0.975374,349.697232881258,38.258775512959,0.499992
WDJ232104.65+400424.11,Gaia DR2 1917402730990437120,1917402730990437120,15447.73,20.45852,0.978401,350.269388015277,40.0733142908451,0.736366
WDJ230813.21+382638.19,Gaia DR2 1917726743323120768,1917726743323120768,14571.89,20.65774,0.991289,347.055077907686,38.443831606672,0.887607
WDJ230859.34+384948.21,Gaia DR2 1917834461102285056,1917834461102285056,11272.95,20.10875,0.987157,347.24727155404,38.8300631733868,0.404372
WDJ231345.78+390428.00,Gaia DR2 1917993993367680384,1917993993367680384,24680.62,20.34632,0.975279,348.440706249675,39.07439795944,0.621653
WDJ053357.90+621748.76,Gaia DR2 286414468277183360 ,286414468277183360,10944.18,20.26445,0.993693,83.4912632761666,62.2968148658475,0.744093
WDJ054707.23+624333.26,Gaia DR2 286598116781046784 ,286598116781046784,23653.88,20.14693,0.990308,86.7801098883576,62.7258436159113,0.7317
WDJ054731.93+630519.80,Gaia DR2 286667871347679872 ,286667871347679872,10204.7,20.14911,0.976791,86.8830422370451,63.0887954740394,0.380881
WDJ054743.94+631600.22,Gaia DR2 286679308842713856 ,286679308842713856,13447.94,20.11504,0.973131,86.9331812265159,63.2666424632453,0.387137
WDJ055235.57+632822.39,Gaia DR2 286779089524872064 ,286779089524872064,8813.918,20.39675,0.983349,88.1481960356606,63.472851579611,0.742143
WDJ055627.73+634827.87,Gaia DR2 286808741977335936 ,286808741977335936,16619.59,20.27265,0.979601,89.1155759816999,63.8076900307683,0.486509
WDJ055352.70+640437.16,Gaia DR2 286997102062778752 ,286997102062778752,9957.439,20.02211,0.995496,88.4696200625297,64.0768207397334,0.830028
WDJ055818.09+642838.85,Gaia DR2 287078946960195200 ,287078946960195200,11085.74,20.09566,0.979999,89.5752998235678,64.4773849318565,0.442812
WDJ052706.24+624002.80,Gaia DR2 287159353044806912 ,287159353044806912,10752.75,20.23244,0.955871,81.7759776934361,62.6674312739201,0.440162
WDJ052235.07+631425.57,Gaia DR2 287412270782628480 ,287412270782628480,12294.95,20.43917,0.97791,80.6461739312675,63.240460380782,0.49612
WDJ052614.47+634358.80,Gaia DR2 287499613236959104 ,287499613236959104,14120.34,20.23247,0.996222,81.5602581773799,63.7329770128455,0.680659
WDJ055822.25+661831.52,Gaia DR2 288227833533318784 ,288227833533318784,12022.01,20.47116,0.983173,89.5925960501789,66.3086173739042,0.418107
WDJ013848.15+255322.32,Gaia DR2 292509778486480256 ,292509778486480256,15789,20.19252,0.990799,24.7005903128916,25.8895142363834,0.701659
WDJ011717.67+234109.05,Gaia DR2 293226870521549696 ,293226870521549696,20804.53,20.2152,0.998251,19.3236509507464,23.685825501343,0.967012
WDJ011415.93+244427.12,Gaia DR2 294101905683325696 ,294101905683325696,10780.93,20.11818,0.954572,18.5665300201548,24.7408511738848,0.62345
WDJ011047.84+251514.39,Gaia DR2 294375065603505536 ,294375065603505536,10761.27,20.03301,0.946063,17.6992880725913,25.2539097061999,0.44823
WDJ012932.50+254137.61,Gaia DR2 295116273879889664 ,295116273879889664,10016.46,20.08889,0.992758,22.3853758283149,25.693781649529,0.896361
WDJ012546.55+261700.90,Gaia DR2 296146859872112512 ,296146859872112512,10235.63,20.21633,0.994796,21.444073438605,26.2836125756134,0.793489
WDJ013419.92+282612.54,Gaia DR2 296853914568046848 ,296853914568046848,11802.15,20.07514,0.985254,23.5832130766303,28.4368704470967,0.704488
WDJ012924.31+285236.35,Gaia DR2 297115254737944704 ,297115254737944704,11991.05,20.27608,0.997252,22.3511945129188,28.8767465746996,0.990843
WDJ013005.31+294210.62,Gaia DR2 297229019832241280 ,297229019832241280,12711.65,20.05667,0.997917,22.5221620694483,29.7029351732239,0.98061
WDJ015320.11+272441.83,Gaia DR2 298178379402860800 ,298178379402860800,7142.485,20.51214,0.952656,28.3338044923796,27.4115030819222,0.924966
WDJ020328.68+283624.14,Gaia DR2 299817270203790464 ,299817270203790464,8037.43,20.12495,0.987588,30.8693941488099,28.606614532503,0.853553
WDJ015907.93+303912.66,Gaia DR2 301092772411727616 ,301092772411727616,19311.77,20.25846,0.998349,29.7830440443732,30.6535062423396,1.04653
WDJ020607.99+315852.49,Gaia DR2 301457432314977408 ,301457432314977408,25104.05,20.10404,0.997001,31.5332826113828,31.9812248765399,0.93568
WDJ013632.47+304816.76,Gaia DR2 303349657467403904 ,303349657467403904,11721.07,20.03704,0.991707,24.1352662733248,30.8046214844648,0.816607
WDJ013632.28+304815.00,Gaia DR2 303349657470954112 ,303349657470954112,15038.61,20.05076,0.998622,24.134505262408,30.8041417380408,0.86923
WDJ013915.86+303816.21,Gaia DR2 303519772530963840 ,303519772530963840,13006.33,20.04323,0.933408,24.8160829207237,30.6377682570965,0.257743
WDJ015100.77+333434.06,Gaia DR2 305779067063414016 ,305779067063414016,15510.2,20.20043,0.997475,27.7532240208083,33.5760769853537,1.247539
WDJ015410.89+343903.44,Gaia DR2 305952132769868672 ,305952132769868672,14725.16,20.0655,0.994862,28.5454047802624,34.6509230331058,0.486778
WDJ011921.67+281835.73,Gaia DR2 308616112005062016 ,308616112005062016,12657.86,20.01161,0.795006,19.8402635770764,28.3099024622014,0.216843
WDJ012109.52+282856.97,Gaia DR2 308669816276400640 ,308669816276400640,9117.718,20.00792,0.993711,20.2898513792913,28.4824584404418,0.818494
WDJ012030.84+320349.40,Gaia DR2 310656427629597952 ,310656427629597952,9833.733,20.03959,0.978427,20.1285939716062,32.0636782000789,0.580508
WDJ005116.45+294203.00,Gaia DR2 311995529713097984 ,311995529713097984,4433.871,20.0947,0.95953,12.8194780277664,29.7005228296069,0.537991
WDJ005450.73+313121.42,Gaia DR2 312782333361116544 ,312782333361116544,16307.75,20.06451,0.998199,13.7114754171157,31.5226082626713,0.692822
WDJ010623.97+325750.94,Gaia DR2 314331820122869120 ,314331820122869120,8447.929,20.12975,0.980473,16.6001037479677,32.9640897939911,0.624541
WDJ013248.70+324807.08,Gaia DR2 316201951962794752 ,316201951962794752,8460.219,20.019,0.918369,23.2029449480568,32.8019872858843,0.428671
WDJ012329.93+325159.51,Gaia DR2 316711128925260672 ,316711128925260672,15522.45,20.17741,0.997776,20.8749666131932,32.8664903459357,1.22466
WDJ012855.26+332844.93,Gaia DR2 317024798976878080 ,317024798976878080,12008.56,20.18165,0.946463,22.2303023466497,33.4790753692024,0.444284
WDJ014538.87+340914.64,Gaia DR2 317687254732913920 ,317687254732913920,10134.95,20.14584,0.970489,26.411947672887,34.1540113596386,0.367145
WDJ014003.34+341212.26,Gaia DR2 317834761089648256 ,317834761089648256,15336.79,20.03913,0.99245,25.0140500117249,34.2034181445269,0.761542
WDJ014749.97+361338.23,Gaia DR2 318529755517383168 ,318529755517383168,26173.13,20.06893,0.975342,26.9582920613087,36.2272693286255,1.11626
WDJ013613.79+342533.95,Gaia DR2 318632662933762944 ,318632662933762944,6791.735,20.01587,0.989628,24.0582326551201,34.4261531368243,0.642875
WDJ013717.19+361342.37,Gaia DR2 319090506447760768 ,319090506447760768,8359.969,20.11611,0.990749,24.3215788446636,36.2284120434449,0.729294
WDJ012212.45+334734.69,Gaia DR2 319906447154517888 ,319906447154517888,19626.33,20.02646,0.997154,20.5518356196117,33.7929453865603,0.834558
WDJ012146.74+380227.08,Gaia DR2 323415744673368704 ,323415744673368704,11751.35,20.29197,0.996022,20.4448136344777,38.0407535694068,1.209403
WDJ022752.05+333039.98,Gaia DR2 326560657166744448 ,326560657166744448,14637.59,20.03197,0.998046,36.9669500839799,33.5110405384922,0.786986
WDJ022816.17+343052.99,Gaia DR2 326776195805000576 ,326776195805000576,10192.61,20.11208,0.902049,37.0673224364376,34.5147050492695,0.285739
WDJ231127.72+601203.85,Gaia DR2 2013993590543021440,2013993590543021440,5418.91,20.08193,0.963456,347.863982125048,60.2002165719102,0.923733
WDJ225840.96+602740.49,Gaia DR2 2014467548772932864,2014467548772932864,4325.187,20.1825,0.982744,344.670770580661,60.4610137079354,0.694993
WDJ235619.56+634400.95,Gaia DR2 2016178113987332224,2016178113987332224,7804.388,20.00806,0.952531,359.081919871972,63.733628643855,0.452643
WDJ191345.37+255229.73,Gaia DR2 2024175862793972608,2024175862793972608,10574.77,20.46879,0.845887,288.439056095893,25.8749207040386,0.323711
WDJ041038.62+251702.11,Gaia DR2 150260530363309056 ,150260530363309056,4645.671,20.02576,0.99091,62.6610278122103,25.2833060349721,0.489953
WDJ035622.24+321357.20,Gaia DR2 168851695738671616 ,168851695738671616,6991.489,20.38234,0.961015,59.0926364483262,32.2324855076381,0.403042
WDJ041233.75+334436.97,Gaia DR2 169993843503574656 ,169993843503574656,7107.312,20.10374,0.968209,63.1408682249004,33.7433923305801,0.500359
WDJ040911.47+335719.91,Gaia DR2 170785667970559744 ,170785667970559744,6261.683,20.14655,0.836149,62.298004064112,33.9554458265858,0.372319
WDJ040748.08+341829.74,Gaia DR2 170996735546580864 ,170996735546580864,12696.71,20.23953,0.99772,61.9503254221017,34.3082316455802,0.580786
WDJ041944.32+350428.81,Gaia DR2 176128843508931072 ,176128843508931072,8938.732,20.24664,0.991022,64.9349351548454,35.0745556304129,1.18522
WDJ055403.32+422910.92,Gaia DR2 192386531674076032 ,192386531674076032,15896.66,20.00752,0.984296,88.5138318977,42.4863019136932,0.656177
WDJ054435.42+442140.12,Gaia DR2 196428130260779776 ,196428130260779776,19816.34,20.15849,0.983204,86.1475926266033,44.3611043336353,0.714148
WDJ053623.52+444008.32,Gaia DR2 197384812751694464 ,197384812751694464,6534.856,20.35183,0.98778,84.0978738273284,44.6688013364094,0.752967
WDJ050026.87+422805.19,Gaia DR2 202011317167411968 ,202011317167411968,7362.75,20.05419,0.983962,75.1122325179292,42.467969723965,0.696346
WDJ054636.43+471148.93,Gaia DR2 209695524755514752 ,209695524755514752,20038.7,20.24026,0.924967,86.6518589994387,47.1968562148048,0.987149
WDJ055423.07+481026.84,Gaia DR2 210215902994421248 ,210215902994421248,9563.525,20.21025,0.972912,88.5961946031797,48.1741549018461,0.651838
WDJ054814.18+473728.84,Gaia DR2 210269538544252160 ,210269538544252160,7380.394,20.25037,0.991211,87.0590241076344,47.6246328401772,0.505429
WDJ053850.03+481512.40,Gaia DR2 210885058898378112 ,210885058898378112,24090.67,20.06333,0.991432,84.7084194350524,48.2534853429942,0.63958
WDJ053346.44+482948.61,Gaia DR2 212490002277323136 ,212490002277323136,14199.75,20.11605,0.997333,83.4435210959807,48.4967757406418,0.887759
WDJ053612.89+482724.95,Gaia DR2 213931427662242688 ,213931427662242688,10419.22,20.0117,0.984463,84.0536649236605,48.4569251088766,0.54315
WDJ053552.67+494240.31,Gaia DR2 214288223479141888 ,214288223479141888,10501.32,20.04991,0.983849,83.9694860240403,49.7112302852626,0.503803
WDJ232607.39+433136.48,Gaia DR2 1925103474209458304,1925103474209458304,11209.98,20.53219,0.987623,351.530784846793,43.526767100958,0.730998
WDJ234708.16+434117.53,Gaia DR2 1925544447095078528,1925544447095078528,20647.12,20.34755,0.998328,356.783935582672,43.6881779017144,1.119433
WDJ235224.08+443411.43,Gaia DR2 1925966071144842624,1925966071144842624,8989.53,20.03267,0.985559,358.100458504433,44.5697647781202,0.622384
WDJ234930.35+445135.37,Gaia DR2 1926207727479611776,1926207727479611776,12752.06,20.00862,0.997868,357.376501213302,44.8598304036388,0.964198
WDJ235458.99+451149.84,Gaia DR2 1926277507814709120,1926277507814709120,29829.11,20.03307,0.903018,358.745843091233,45.1971527279989,0.471088
WDJ225525.99+371437.68,Gaia DR2 1927787549595284736,1927787549595284736,10277.28,20.08179,0.937935,343.858134056496,37.2436730451955,0.304179
WDJ224907.86+363949.69,Gaia DR2 1927840261730994688,1927840261730994688,9215.605,20.04034,0.97441,342.282727235014,36.6637546047706,0.488941
WDJ224858.58+385639.54,Gaia DR2 1928930904249208320,1928930904249208320,29183.19,20.00241,0.89793,342.244007291694,38.9442966892811,0.450513
WDJ224827.03+390605.55,Gaia DR2 1928936436167189504,1928936436167189504,16143.07,20.22236,0.781476,342.112634164182,39.1015427076479,0.794347
WDJ224857.66+392226.34,Gaia DR2 1929134455637358720,1929134455637358720,27737.23,20.10368,0.91954,342.240257959093,39.3739847833366,1.162916
WDJ230031.93+411314.57,Gaia DR2 1931064747081327232,1931064747081327232,28841.35,20.17698,0.998171,345.132991891214,41.2206726433293,1.267593
WDJ224333.88+423641.11,Gaia DR2 1933790986161499264,1933790986161499264,7726.622,20.28343,0.893937,340.891442385353,42.6115510894802,0.415905
WDJ225915.69+445305.03,Gaia DR2 1935607345013124992,1935607345013124992,9488.737,20.01216,0.908361,344.815360427924,44.884687663494,0.26052
WDJ232614.44+433626.79,Gaia DR2 1937113852038379264,1937113852038379264,22150.3,20.43232,0.98188,351.560137177689,43.6073967469095,0.989377
WDJ232533.18+440112.58,Gaia DR2 1937187789898335872,1937187789898335872,10329.04,20.23605,0.996322,351.388322918559,44.0201062950257,1.030033
WDJ232906.70+450442.18,Gaia DR2 1937442807878404608,1937442807878404608,12242.85,20.29328,0.997725,352.278006478456,45.0782791215029,0.911154
WDJ232740.36+454304.37,Gaia DR2 1938280395218453248,1938280395218453248,14941.34,20.07733,0.977282,351.918195937382,45.7178637199915,0.603123
WDJ233304.04+470140.58,Gaia DR2 1938507753606455296,1938507753606455296,17251.89,20.12568,0.990806,353.266847136886,47.0279195440995,0.799677
WDJ232740.86+464311.58,Gaia DR2 1938584307103731456,1938584307103731456,15441.45,20.52921,0.959187,351.920245556964,46.719920392467,0.620477
WDJ232318.40+462429.46,Gaia DR2 1938594859841403136,1938594859841403136,11742.69,20.04489,0.989855,350.82666106309,46.4081045410578,0.552912
WDJ235329.27+472348.72,Gaia DR2 1939410628748661120,1939410628748661120,11234.44,20.13104,0.97487,358.371884981982,47.396809177314,0.340014
WDJ235906.60+484231.31,Gaia DR2 1939637437388581632,1939637437388581632,19741.16,20.54866,0.977543,359.77743006138,48.708666144103,0.669411
WDJ235830.72+484015.52,Gaia DR2 1939639773850664960,1939639773850664960,20723.77,20.4178,0.998642,359.628126279954,48.6709896947835,1.130104
WDJ234735.70+474428.94,Gaia DR2 1939666570142160128,1939666570142160128,10035.88,20.2564,0.996489,356.89873787287,47.7413063866944,0.99499
WDJ233629.96+471153.78,Gaia DR2 1940004811705839232,1940004811705839232,13474.73,20.02213,0.982982,354.124917411836,47.19830346301,0.369315
WDJ231402.40+454554.69,Gaia DR2 1941133391670459648,1941133391670459648,4211.465,20.44228,0.951715,348.509370459212,45.7638083439996,0.724593
WDJ232149.58+475348.22,Gaia DR2 1941970940358401280,1941970940358401280,13231.89,20.57129,0.991318,350.456638417982,47.8967209292802,0.54762
WDJ232606.07+484211.99,Gaia DR2 1942032684805105536,1942032684805105536,9971.958,20.13036,0.945084,351.525480620474,48.7033368553914,0.370715
WDJ231806.31+474338.15,Gaia DR2 1942329557240193152,1942329557240193152,10459.37,20.22936,0.994595,349.526323368559,47.7272591892855,0.834502
WDJ231205.60+481056.25,Gaia DR2 1942517608088947584,1942517608088947584,11232.72,20.05804,0.914808,348.023262197115,48.1822328701668,0.384843
WDJ232444.43+484757.53,Gaia DR2 1942782001979395072,1942782001979395072,12697.18,20.224,0.993596,351.185015481015,48.7993126344737,0.576565
WDJ232556.03+490752.14,Gaia DR2 1942807909222792448,1942807909222792448,13498.29,20.20166,0.930046,351.483537670811,49.1311348379523,0.249534
WDJ232929.52+494837.01,Gaia DR2 1942968059966042752,1942968059966042752,11466.68,20.02683,0.997684,352.372988246474,49.8103859687327,0.934588
