wd,dr2name,source_id,teffh,loggh,g_gaia_mag,pwd,ra,dec
WDJ161321.42+832959.44,Gaia DR2 1723134797481798016,1723134797481798016,12193.83,8.454842,20.08022,0.997306,243.337608832397,83.500046058727
WDJ164943.70+830650.65,Gaia DR2 1723214482011093376,1723214482011093376,10379.05,7.990389,20.01074,0.997054,252.432237108256,83.1140526273909
WDJ160650.54+834013.69,Gaia DR2 1723903429124286976,1723903429124286976,11596.9,8.532727,20.39139,0.994253,241.710275937323,83.6705461240529
WDJ175654.35+861643.77,Gaia DR2 1724596735630146944,1724596735630146944,7239.506,8.722399,20.54015,0.98652,269.225696254601,86.2787218984584
WDJ135507.79+813427.71,Gaia DR2 1724899685443481472,1724899685443481472,11263.83,8.461597,20.02676,0.997997,208.779694817712,81.5746048347322
WDJ135341.16+823900.79,Gaia DR2 1725110654236836224,1725110654236836224,28322.45,8.053111,20.16977,0.990116,208.42151760043,82.6501949931167
WDJ133500.02+832747.54,Gaia DR2 1725386842108976000,1725386842108976000,9484.835,8.363848,20.66131,0.982057,203.749558128439,83.4632268238508
WDJ140210.00+832436.24,Gaia DR2 1725535237523488384,1725535237523488384,6350.46,7.713293,20.08221,0.948608,210.54133499879,83.4101179968547
WDJ141915.65+835033.20,Gaia DR2 1725562386012942592,1725562386012942592,26774.11,7.691083,20.15603,0.972347,214.813340466991,83.8423854767208
WDJ144817.65+834826.98,Gaia DR2 1725594340568882432,1725594340568882432,11667.22,8.310897,20.50766,0.956923,222.07393017889,83.8074950964068
WDJ143304.52+842333.46,Gaia DR2 1725694323114863104,1725694323114863104,9293.673,7.679966,20.49036,0.858693,218.26850897531,84.3926480343741
WDJ132031.24+834716.01,Gaia DR2 1726157698543735168,1726157698543735168,5369.175,7.795316,20.00494,0.96322,200.12811435886,83.7878423107428
WDJ120828.82+851745.43,Gaia DR2 1726554072485703936,1726554072485703936,12379.04,7.855814,20.32398,0.932776,182.11937750838,85.295928662649
WDJ151239.22+852109.77,Gaia DR2 1727343075158348672,1727343075158348672,10674.65,7.220572,20.29774,0.921174,228.163391173411,85.3526797575567
WDJ161214.39+863728.54,Gaia DR2 1727817278202862592,1727817278202862592,16466.53,8.297423,20.41955,0.995786,243.060095809641,86.6246240244941
WDJ133706.73+874734.86,Gaia DR2 1728727433312082304,1728727433312082304,11199.56,7.816977,20.12716,0.992504,204.277997815942,87.7929560905868
WDJ170544.36+882346.89,Gaia DR2 1729001963326479104,1729001963326479104,4819.37,7.753477,20.41243,0.909141,256.43492319926,88.3962995566456
WDJ210654.22+100912.02,Gaia DR2 1744484873751663744,1744484873751663744,9548.892,7.347479,20.04036,0.974325,316.725913326644,10.1533073781255
WDJ210723.64+101835.18,Gaia DR2 1744505042924646400,1744505042924646400,17334.13,8.591353,20.38268,0.998323,316.84848598196,10.3097217561958
WDJ211007.10+113842.35,Gaia DR2 1745108193767142272,1745108193767142272,21077.74,8.64412,20.18629,0.998275,317.529642178719,11.645067073101
WDJ211223.05+114034.94,Gaia DR2 1745120803790334208,1745120803790334208,9717.912,7.936929,20.04939,0.983203,318.096055762352,11.6763003717161
WDJ212227.09+100451.50,Gaia DR2 1745178150194232576,1745178150194232576,5250.708,8.476908,20.02173,0.913346,320.612935618437,10.0810023689205
WDJ212554.27+111438.91,Gaia DR2 1745420317632088192,1745420317632088192,4528.333,8.341052,20.35809,0.900233,321.476405206913,11.2438933116096
WDJ212741.57+111600.48,Gaia DR2 1745739931916470144,1745739931916470144,11266.41,7.293779,20.17793,0.977419,321.923182575734,11.2667796746516
WDJ211255.89+120616.60,Gaia DR2 1746649782083602304,1746649782083602304,5361.211,8.35973,20.26901,0.975503,318.23265654112,12.1045144116293
WDJ203820.43+053915.39,Gaia DR2 1747514371883652480,1747514371883652480,13207.37,8.082502,20.13449,0.995342,309.585104315618,5.65431546319753
WDJ203655.83+054854.94,Gaia DR2 1747534163094948352,1747534163094948352,10575.16,8.341684,20.30508,0.992844,309.232665426394,5.81516958951047
WDJ203813.91+065143.13,Gaia DR2 1747935317334219008,1747935317334219008,8920.139,7.728822,20.20527,0.961863,309.558013340864,6.86204174237183
WDJ204139.41+065626.23,Gaia DR2 1748276745761003264,1748276745761003264,6133.643,7.918088,20.20769,0.985014,310.414294691741,6.94055278666804
WDJ204424.80+073046.78,Gaia DR2 1748417345808737664,1748417345808737664,11426.92,8.274102,20.00532,0.995837,311.103392341263,7.51305263862634
WDJ204138.53+075736.21,Gaia DR2 1748485446811581952,1748485446811581952,28311.73,7.797231,20.27061,0.898606,310.410432025664,7.95998768518533
WDJ203117.29+075643.97,Gaia DR2 1749056196426474624,1749056196426474624,11223.52,7.459125,20.17886,0.947529,307.822123808262,7.94554762651433
WDJ203219.40+080121.92,Gaia DR2 1749060594481343616,1749060594481343616,30865.15,8.996558,20.06309,0.998548,308.08084597893,8.02271761689425
WDJ203634.61+085050.22,Gaia DR2 1749581247586237056,1749581247586237056,21083.61,8.052602,20.07217,0.989735,309.144189143502,8.84724940442447
WDJ203825.06+091206.55,Gaia DR2 1749622651076693376,1749622651076693376,8437.848,7.821572,20.04643,0.952788,309.604530043856,9.20177787555987
WDJ204817.03+081549.31,Gaia DR2 1749786718820953984,1749786718820953984,11548.26,8.94397,20.48712,0.996008,312.070940125712,8.26365073105474
WDJ204929.50+090324.51,Gaia DR2 1750130934681066368,1750130934681066368,16144.05,7.484008,20.01527,0.984846,312.372873691585,9.05683516973448
WDJ205020.30+090622.04,Gaia DR2 1750135538886182912,1750135538886182912,16469.65,7.776313,20.13267,0.991738,312.58466370118,9.10607335678731
WDJ204717.08+085024.82,Gaia DR2 1750146156044419712,1750146156044419712,19866.13,8.227106,20.20266,0.995586,311.821169066589,8.84014553571839
WDJ204704.11+085457.48,Gaia DR2 1750149076622410624,1750149076622410624,13941.24,8.464545,20.02674,0.9987,311.767099598745,8.91594676965405
WDJ205355.06+090259.29,Gaia DR2 1750297751211029504,1750297751211029504,14275.95,8.599817,20.06904,0.998168,313.479490029328,9.04976480006571
WDJ204156.12+091452.83,Gaia DR2 1750902246383941504,1750902246383941504,10036.22,7.314106,20.09217,0.956003,310.483792500318,9.24790510420969
WDJ205202.76+110531.47,Gaia DR2 1751597408316219776,1751597408316219776,18395.92,7.296009,20.18892,0.908638,313.011548369556,11.0920314668914
WDJ204554.38+110207.15,Gaia DR2 1751732201568953216,1751732201568953216,10583.53,7.732894,20.10227,0.983264,311.476571153372,11.0352954770563
WDJ202334.68+080920.57,Gaia DR2 1752208977303191552,1752208977303191552,11489.9,7.664258,20.04655,0.984801,305.894462649721,8.15566444648731
WDJ202539.14+082335.95,Gaia DR2 1752229386984000768,1752229386984000768,17173.8,9.333919,20.32534,0.997406,306.413065930756,8.39327550938829
WDJ203340.85+085000.23,Gaia DR2 1752501481750343936,1752501481750343936,10964.85,8.16258,20.0564,0.997603,308.420246967164,8.83332505316664
WDJ202852.28+090727.08,Gaia DR2 1752749696502929408,1752749696502929408,6873.496,9.282769,20.13786,0.903757,307.218073892809,9.12406340107246
WDJ203241.42+095937.50,Gaia DR2 1752901841424527872,1752901841424527872,9387.131,8.41962,20.04696,0.996363,308.172709685818,9.99376176788536
WDJ201918.36+090727.03,Gaia DR2 1753126485392981376,1753126485392981376,18349.4,7.692507,20.08939,0.984962,304.826522545806,9.12413546339324
WDJ202153.33+092651.51,Gaia DR2 1753242415150535936,1753242415150535936,15833.94,7.755033,20.00924,0.96136,305.472191481122,9.44758437392306
WDJ202044.95+093756.85,Gaia DR2 1753448539225291648,1753448539225291648,8336.259,7.943695,20.32609,0.988509,305.187373299488,9.63244967988485
WDJ202818.10+111146.05,Gaia DR2 1753860924800331776,1753860924800331776,21593.33,8.756971,20.14093,0.998689,307.075396200895,11.196102649334
WDJ202253.13+105653.04,Gaia DR2 1753981733639737472,1753981733639737472,25595.2,8.811148,20.30586,0.99818,305.721498046571,10.9480626389259
WDJ204610.48+121832.84,Gaia DR2 1754975623432500096,1754975623432500096,21355.29,8.805349,20.48713,0.998243,311.543656490724,12.3090879910202
WDJ204444.44+122805.72,Gaia DR2 1755175734547182080,1755175734547182080,9594.527,8.053757,20.29995,0.984839,311.185193186592,12.4682041245962
WDJ202813.40+114655.75,Gaia DR2 1755584757168673536,1755584757168673536,14502.08,8.998405,20.31414,0.997022,307.05581985044,11.7821267517664
WDJ210011.65+095646.55,Gaia DR2 1756430792709791616,1756430792709791616,11857.51,7.979663,20.33155,0.994011,315.048587540561,9.94629193150398
WDJ210248.64+110725.07,Gaia DR2 1756676533561897728,1756676533561897728,6521.411,8.142812,20.09221,0.982187,315.702845680193,11.123375520883
WDJ211100.55+120320.37,Gaia DR2 1757155512608038656,1757155512608038656,14660.14,7.548389,20.02596,0.985858,317.752248985365,12.0556442353939
WDJ205521.08+113000.18,Gaia DR2 1757589918484701440,1757589918484701440,10709.23,8.539589,20.01657,0.997161,313.837792044205,11.4999169481798
WDJ211742.22+145202.92,Gaia DR2 1759657069064283392,1759657069064283392,13552.3,8.464099,20.00748,0.998654,319.425969328547,14.8675234381305
WDJ211741.65+152542.70,Gaia DR2 1759758945689128576,1759758945689128576,6286.563,7.737945,20.2572,0.937798,319.423429135479,15.4283614798841
WDJ211142.74+151015.44,Gaia DR2 1760405291020853248,1760405291020853248,12968.24,8.301014,20.16318,0.997404,317.927984007772,15.1709223836808
WDJ211018.00+161729.97,Gaia DR2 1760850417144176640,1760850417144176640,17596.78,8.772257,20.11578,0.998519,317.575004480439,16.2916859909025
WDJ205054.56+130341.99,Gaia DR2 1761074236472427904,1761074236472427904,24301.97,8.410869,20.01267,0.997681,312.727328447403,13.0616884443695
WDJ204811.78+131947.60,Gaia DR2 1761240370103815296,1761240370103815296,15395.72,8.743434,20.04974,0.998433,312.049103426696,13.3298665878759
WDJ205202.65+142509.85,Gaia DR2 1761806236339086720,1761806236339086720,16927.42,9.178821,20.17431,0.997462,313.011037656078,14.4193393329993
WDJ205038.31+142036.04,Gaia DR2 1761825477792359168,1761825477792359168,9739.815,8.304221,20.30662,0.994113,312.659605552017,14.343311618452
WDJ215009.09+185445.36,Gaia DR2 1780134270540532480,1780134270540532480,16748.6,7.424513,20.34558,0.916673,327.537843115854,18.9126033813297
WDJ215525.15+212834.99,Gaia DR2 1781120223233244672,1781120223233244672,24747.82,8.768459,20.24401,0.997399,328.854751150032,21.4763279698452
WDJ220247.28+220632.56,Gaia DR2 1782535603935312512,1782535603935312512,12310.98,8.138116,20.07856,0.996095,330.696954735923,22.1090477433429
WDJ221155.07+232101.60,Gaia DR2 1783053237689309568,1783053237689309568,9548.956,7.995521,20.21267,0.978409,332.97937774932,23.3502895229777
WDJ220409.42+232405.83,Gaia DR2 1783230701442533248,1783230701442533248,10882.33,7.852359,20.06939,0.989976,331.039234258215,23.4015700066676
WDJ212516.20+163348.22,Gaia DR2 1784277745749065472,1784277745749065472,16415.7,7.943646,20.16585,0.984265,321.317411971243,16.5633655288195
WDJ212409.45+163906.26,Gaia DR2 1784293207631430528,1784293207631430528,17771.37,8.40949,20.06264,0.997293,321.039407442544,16.6516964740019
WDJ212042.59+173058.63,Gaia DR2 1785204462254373248,1785204462254373248,13668.97,8.819409,20.0466,0.997831,320.177408199979,17.516227627522
WDJ213532.75+180139.59,Gaia DR2 1785891004186184704,1785891004186184704,9659.074,7.751531,20.25318,0.989249,323.886413451283,18.0276163175554
WDJ213136.98+175615.31,Gaia DR2 1785974429629851264,1785974429629851264,24560.01,8.172584,20.02532,0.994435,322.904100469677,17.9375930131845
WDJ213122.04+203127.51,Gaia DR2 1787676198752336768,1787676198752336768,16902.57,7.84597,20.06478,0.982775,322.841867760194,20.5242928514288
WDJ211709.01+185512.83,Gaia DR2 1788598276691159424,1788598276691159424,14710.42,8.359784,20.01893,0.998314,319.28739517373,18.9202086550773
WDJ211954.07+200213.38,Gaia DR2 1788772240046610176,1788772240046610176,10392.14,7.942661,20.33099,0.98699,319.975343997716,20.0370181117426
WDJ211011.81+192539.17,Gaia DR2 1789244171053447936,1789244171053447936,12651.89,8.906334,20.10564,0.997205,317.549247742629,19.4275280763307
WDJ211455.51+204859.41,Gaia DR2 1789818665878069888,1789818665878069888,28565.78,8.136807,20.07444,0.969614,318.731228894231,20.8164500656394
WDJ213027.41+213441.23,Gaia DR2 1790890930234862720,1790890930234862720,12141.73,9.071304,20.10376,0.996083,322.61425090012,21.578057299095
WDJ213018.23+213330.28,Gaia DR2 1790902165869378816,1790902165869378816,4827.73,8.117836,20.01,0.947374,322.576762724858,21.5588938408301
WDJ212532.18+214349.36,Gaia DR2 1791040017137919872,1791040017137919872,16531.38,8.147026,20.215,0.99093,321.384099974635,21.7303570933078
WDJ212323.70+221854.31,Gaia DR2 1791881796370069120,1791881796370069120,7641.803,7.30915,20.05025,0.963025,320.848709075003,22.315083820912
WDJ212249.83+241953.50,Gaia DR2 1792412413808508800,1792412413808508800,9399.076,7.944563,20.21389,0.99563,320.707597559112,24.3314868718578
WDJ214141.54+233855.77,Gaia DR2 1794529626526301056,1794529626526301056,22969.28,7.791872,20.06187,0.981306,325.423065370753,23.6487806296194
WDJ220016.84+240752.12,Gaia DR2 1795349419820194944,1795349419820194944,22542.22,8.533145,20.06118,0.998556,330.070016939305,24.1310524054994
WDJ220420.63+241243.29,Gaia DR2 1795394701659196032,1795394701659196032,7289.622,8.462438,20.22428,0.994286,331.085909020262,24.2120016098226
WDJ220018.00+250602.62,Gaia DR2 1795745033551788928,1795745033551788928,12780.3,7.980505,20.185,0.996774,330.075089662858,25.1007801424581
WDJ212635.03+235012.37,Gaia DR2 1798137983170918016,1798137983170918016,14607.81,7.902871,20.1059,0.988228,321.646004642931,23.8368296909041
WDJ212320.98+242643.77,Gaia DR2 1798419565521579136,1798419565521579136,4999.935,7.630199,20.2549,0.941263,320.837584653562,24.4457032245411
WDJ215043.93+274534.27,Gaia DR2 1800202969092878080,1800202969092878080,10268.87,8.089307,20.17126,0.982304,327.683082030883,27.7595763834907
WDJ214926.29+274105.24,Gaia DR2 1800244166412921472,1800244166412921472,15043.34,8.435465,20.12801,0.998892,327.359542897379,27.6847171830257
WDJ213932.15+281808.25,Gaia DR2 1800856422592580992,1800856422592580992,11249.2,7.579281,20.2396,0.984522,324.883920264101,28.3022022459309
WDJ214401.61+273434.51,Gaia DR2 1800899131746046720,1800899131746046720,5261.62,8.148363,20.07486,0.984878,326.007216345808,27.5764790671192
WDJ214252.55+275204.85,Gaia DR2 1800966133236236928,1800966133236236928,28781.87,8.102508,20.20412,0.958496,325.718908159736,27.8679969220982
WDJ202422.96+121056.35,Gaia DR2 1802210849121636480,1802210849121636480,22329.09,8.646363,20.10296,0.998232,306.095683448022,12.1822772922063
WDJ202253.74+120037.72,Gaia DR2 1802226104844586624,1802226104844586624,10946.1,7.256408,20.10152,0.983954,305.723885235749,12.0104361223682
WDJ201955.96+121913.03,Gaia DR2 1802444770216655232,1802444770216655232,9253.914,7.651167,20.05761,0.930039,304.983248917281,12.3203101009804
WDJ202345.93+142104.03,Gaia DR2 1804988627807507712,1804988627807507712,8652.155,8.114439,20.25173,0.991916,305.941413533316,14.351035732451
WDJ201758.41+140040.04,Gaia DR2 1805102427259689088,1805102427259689088,9618.993,7.832364,20.09706,0.91002,304.493464386575,14.0111054706074
WDJ202708.57+144426.55,Gaia DR2 1805390361867174272,1805390361867174272,8873.828,8.859991,20.03399,0.994241,306.785666188122,14.740847648036
WDJ202508.45+145200.29,Gaia DR2 1805451590923802496,1805451590923802496,6104.709,8.470848,20.24167,0.98501,306.285412420557,14.8667088230171
WDJ202508.34+145205.28,Gaia DR2 1805451595219538432,1805451595219538432,5351.002,8.60331,20.4968,0.92359,306.284989332052,14.8680994231459
WDJ202913.04+160109.34,Gaia DR2 1805641192253885056,1805641192253885056,13053.94,8.471699,20.14448,0.998585,307.304300909367,16.0192168397665
WDJ195914.95+131357.17,Gaia DR2 1806315532186590336,1806315532186590336,29151.89,7.919247,20.00961,0.972031,299.812288219796,13.232532929231
WDJ200458.94+143957.50,Gaia DR2 1806890100031481984,1806890100031481984,15564.65,8.266356,20.26035,0.99784,301.245631755186,14.6659757684218
WDJ200924.41+143721.07,Gaia DR2 1806930781955105152,1806930781955105152,11490.27,8.215434,20.51659,0.979946,302.351676921892,14.6224966768147
WDJ200942.45+150643.44,Gaia DR2 1806987505592340352,1806987505592340352,24704.92,8.521412,20.1608,0.996245,302.42685535573,15.1120171458517
WDJ195554.79+134627.16,Gaia DR2 1807158552667305856,1807158552667305856,18904.79,8.282824,20.07798,0.998955,298.978284096073,13.7741566726134
WDJ200442.61+151345.43,Gaia DR2 1807699405016134912,1807699405016134912,21738.87,8.569855,20.02857,0.998786,301.17760226119,15.2292841148145
WDJ202220.11+164104.16,Gaia DR2 1808922886573049600,1808922886573049600,19444.05,8.156269,20.00233,0.998687,305.58378978794,16.6844412433453
WDJ202000.73+172745.63,Gaia DR2 1809259715085699200,1809259715085699200,16870.88,8.338696,20.13717,0.997905,305.00302224303,17.4626395448572
WDJ201439.25+173116.67,Gaia DR2 1809965464116851200,1809965464116851200,26180.91,7.865678,20.08736,0.977916,303.663552412815,17.5212682146553
WDJ201529.44+180749.32,Gaia DR2 1810114211718913408,1810114211718913408,15177.85,8.365608,20.39895,0.997141,303.872609301518,18.1303846461433
WDJ204539.29+165300.94,Gaia DR2 1811185166103718528,1811185166103718528,15161.68,7.06057,20.02307,0.955001,311.413708383714,16.8835733477235
WDJ202853.49+162736.60,Gaia DR2 1811859372892449792,1811859372892449792,12150.29,8.024945,20.14069,0.98902,307.22287313844,16.4601380243597
WDJ223929.47+320614.03,Gaia DR2 1889211115415962624,1889211115415962624,17832.39,7.439918,20.1782,0.934223,339.872897332534,32.1039285880356
WDJ224724.18+323542.39,Gaia DR2 1890520633764333952,1890520633764333952,14097.07,8.057386,20.05697,0.995465,341.850867052916,32.5951229597729
WDJ224415.15+321920.59,Gaia DR2 1890674565391178112,1890674565391178112,5519.838,8.214532,20.1755,0.985645,341.062627127459,32.3221420435445
WDJ224403.66+332506.61,Gaia DR2 1890806472428366464,1890806472428366464,8062.917,7.50827,20.13377,0.911406,341.015309129879,33.4185324521559
WDJ224728.08+330139.34,Gaia DR2 1890817330104096512,1890817330104096512,26137.78,7.893264,20.09578,0.968979,341.866980031269,33.0275622182501
WDJ225302.16+331313.05,Gaia DR2 1890965420576585216,1890965420576585216,12766.67,8.577498,20.09202,0.997866,343.258912609611,33.2202107422007
WDJ225226.98+344106.93,Gaia DR2 1891398765597796736,1891398765597796736,12873.35,8.286463,20.2848,0.987322,343.112462873728,34.6852017446488
WDJ221122.77+255451.22,Gaia DR2 1891707968882362496,1891707968882362496,11906.54,8.347561,20.02734,0.997749,332.844829678471,25.9139914565244
WDJ220739.72+261847.02,Gaia DR2 1891948865009327744,1891948865009327744,12858.92,7.934101,20.13159,0.99067,331.91549624439,26.3129806126157
WDJ220732.14+262425.87,Gaia DR2 1891962299665957632,1891962299665957632,28586.36,7.559373,20.11246,0.886532,331.883930062072,26.4072076390522
WDJ221341.03+265912.21,Gaia DR2 1892196083325889280,1892196083325889280,12610.83,7.663698,20.03985,0.92844,333.421057222627,26.9866292490984
WDJ221330.49+281045.21,Gaia DR2 1892606858294405120,1892606858294405120,11952.16,7.600474,20.01957,0.978313,333.377009959874,28.1791718343147
WDJ220116.88+260701.58,Gaia DR2 1892643618918205184,1892643618918205184,21221.5,8.068496,20.03431,0.99566,330.320392062587,26.1171031728357
WDJ220448.90+265135.21,Gaia DR2 1892785936954179456,1892785936954179456,7479.035,7.470396,20.18009,0.775776,331.203691488776,26.8597003623953
WDJ220501.18+270657.39,Gaia DR2 1892808339503862016,1892808339503862016,17470.96,8.815198,20.17068,0.99826,331.254991230544,27.1159535414584
WDJ220532.03+273151.90,Gaia DR2 1892893689094979328,1892893689094979328,18003.09,7.833644,20.1554,0.993074,331.383307150342,27.5310356859681
WDJ215817.66+273807.29,Gaia DR2 1893049029477058432,1893049029477058432,10785.15,7.222654,20.40789,0.913585,329.573496851509,27.6353408064875
WDJ220044.79+274430.75,Gaia DR2 1893132837169847424,1893132837169847424,7392.922,8.14488,20.17298,0.99176,330.186835384222,27.741861040622
WDJ220702.32+272956.52,Gaia DR2 1893207118627877376,1893207118627877376,11394.12,7.812395,20.12939,0.982367,331.759665844131,27.4990070876766
WDJ221001.34+275806.05,Gaia DR2 1893248556471996160,1893248556471996160,10534.21,7.169619,20.15928,0.832712,332.505643808523,27.9683511158754
WDJ221004.90+285907.83,Gaia DR2 1893467702885517824,1893467702885517824,4421.61,8.108287,20.04239,0.899736,332.520394169464,28.9843843320829
WDJ221750.25+283134.50,Gaia DR2 1894090266982955264,1894090266982955264,16049.13,8.003196,20.11082,0.996836,334.459471912633,28.5261355351127
WDJ221546.84+284243.96,Gaia DR2 1894151977073384448,1894151977073384448,16125.08,8.427282,20.14098,0.998719,333.945133112059,28.7121764133653
WDJ222657.70+300700.22,Gaia DR2 1894574468714177280,1894574468714177280,9086.371,7.457738,20.01668,0.957574,336.74029644575,30.1166470822074
WDJ221926.01+300438.29,Gaia DR2 1894703141637111296,1894703141637111296,15982.42,8.403097,20.11607,0.998284,334.858476857591,30.0773309580012
WDJ222417.95+301640.82,Gaia DR2 1894757120784686336,1894757120784686336,10322.26,8.148458,20.40403,0.991446,336.074811969046,30.2779815087432
WDJ221339.05+293517.88,Gaia DR2 1895005404254645760,1895005404254645760,6222.897,8.034398,20.44529,0.951271,333.413065532564,29.5884749470458
WDJ221552.58+293247.76,Gaia DR2 1895037358811203200,1895037358811203200,12149.49,8.271174,20.39444,0.995421,333.968993017748,29.5465562495161
WDJ221018.25+292745.32,Gaia DR2 1895173148496673664,1895173148496673664,20424.59,7.628328,20.30377,0.942921,332.575994584472,29.4625537844348
WDJ221047.24+302922.19,Gaia DR2 1895305777088496768,1895305777088496768,24808.37,8.311899,20.30817,0.988503,332.696880139263,30.4894768824861
WDJ221924.44+303429.48,Gaia DR2 1895505750764534784,1895505750764534784,8895.153,7.082857,20.06389,0.88283,334.851849770514,30.5747458407492
WDJ222330.01+311750.21,Gaia DR2 1895638413714597376,1895638413714597376,20039.23,8.380013,20.09911,0.998038,335.87505558068,31.2971900818972
WDJ222232.83+314425.09,Gaia DR2 1895711050202082304,1895711050202082304,5872.409,8.012451,20.45908,0.97742,335.636984877627,31.7399601451736
WDJ222232.84+314449.93,Gaia DR2 1895711118921563520,1895711118921563520,15090.86,8.21078,20.13983,0.998383,335.636803256663,31.7471697390027
WDJ222127.03+315924.07,Gaia DR2 1895733006075337088,1895733006075337088,17726.35,8.824683,20.53498,0.998169,335.362747924381,31.9900335746757
WDJ221552.13+312047.48,Gaia DR2 1895768912001010816,1895768912001010816,26632.64,8.839887,20.0917,0.998288,333.967187765724,31.3465388160158
WDJ221754.30+320613.29,Gaia DR2 1895959264951700096,1895959264951700096,12109.75,7.372861,20.44823,0.94276,334.476336427098,32.1037006069886
WDJ221815.96+322900.32,Gaia DR2 1896002042826571776,1896002042826571776,9998.62,7.731989,20.37863,0.931522,334.566558524807,32.4833664954798
WDJ215820.73+275739.05,Gaia DR2 1896066020659675776,1896066020659675776,11560.81,8.909622,20.4325,0.996378,329.586422253992,27.9607085511322
WDJ215507.04+275300.39,Gaia DR2 1896093199211362688,1896093199211362688,25546.05,8.509313,20.34391,0.995442,328.779398768442,27.8834646122031
WDJ215856.27+281059.47,Gaia DR2 1896163911554269184,1896163911554269184,11562.77,7.841958,20.35514,0.982343,329.734332163154,28.1832142936267
WDJ215942.79+283019.27,Gaia DR2 1896209266407555072,1896209266407555072,15450.68,8.066563,20.02849,0.998256,329.928259295224,28.5052634935249
WDJ215927.65+285324.99,Gaia DR2 1896271972930874368,1896271972930874368,11590.51,8.831408,20.11509,0.996742,329.865386721462,28.8901457002641
WDJ215655.23+290834.79,Gaia DR2 1896466964445999488,1896466964445999488,14469.86,8.506674,20.24665,0.991879,329.230089167795,29.1429529912477
WDJ215724.51+291603.71,Gaia DR2 1896492802969356672,1896492802969356672,15222.61,8.240781,20.06909,0.998436,329.35211167208,29.2677962292508
WDJ215702.27+295149.29,Gaia DR2 1896947966423465088,1896947966423465088,10646.7,8.304008,20.2371,0.993055,329.259583972368,29.8636847727346
WDJ220217.98+310902.60,Gaia DR2 1897134780320189696,1897134780320189696,13411.33,8.435696,20.12067,0.998368,330.574964333748,31.1506706070265
WDJ214721.17+300136.93,Gaia DR2 1897506106015536512,1897506106015536512,23789.04,8.066619,20.27215,0.984141,326.838159100174,30.026890896551
WDJ220040.38+312949.24,Gaia DR2 1897907599555987840,1897907599555987840,18311.77,8.247261,20.28948,0.986258,330.168199202519,31.4969322460527
WDJ215835.27+314614.45,Gaia DR2 1897972298944394624,1897972298944394624,22157.6,8.383892,20.017,0.99533,329.646869205062,31.7706637970323
WDJ215539.76+320349.51,Gaia DR2 1898209041835175040,1898209041835175040,10620.88,7.382797,20.16453,0.957754,328.915575643837,32.0637568741333
WDJ220555.32+320840.76,Gaia DR2 1898787311936808192,1898787311936808192,22830.48,8.196828,20.09591,0.996609,331.480505352783,32.1446453486108
WDJ221414.87+322620.03,Gaia DR2 1898947638773470464,1898947638773470464,5022.395,7.762255,20.1553,0.94545,333.561855295906,32.4389967018943
WDJ220315.73+324559.75,Gaia DR2 1899612907730194048,1899612907730194048,7540.255,8.637405,20.3714,0.992235,330.815739426481,32.7666340129263
WDJ220831.08+333436.58,Gaia DR2 1900013198683270912,1900013198683270912,7877.836,7.563134,20.23152,0.984977,332.12956053967,33.5767887741333
WDJ220928.55+342107.32,Gaia DR2 1900184138382100480,1900184138382100480,12079.93,7.304055,20.26724,0.935559,332.369065972033,34.3520273467222
WDJ220736.39+342753.37,Gaia DR2 1900385142850080768,1900385142850080768,18248.37,7.460165,20.03609,0.980888,331.901693835241,34.4648182444629
WDJ220652.64+351935.26,Gaia DR2 1900505131355729536,1900505131355729536,9209.046,7.795774,20.02914,0.993403,331.719411498052,35.3263754726541
WDJ223431.74+321723.97,Gaia DR2 1901182671035430784,1901182671035430784,16932.86,8.451213,20.18107,0.998435,338.632423705668,32.2898966188524
WDJ222155.59+321046.08,Gaia DR2 1901740943767717248,1901740943767717248,10604.44,8.594994,20.25932,0.99697,335.48168700758,32.1794840897776
WDJ222407.84+323447.66,Gaia DR2 1901781453899449344,1901781453899449344,12697.61,7.98561,20.09209,0.994869,336.03260006863,32.579867428674
WDJ222223.74+325508.84,Gaia DR2 1901987577969442304,1901987577969442304,11353.07,8.045891,20.14361,0.99592,335.598916605666,32.9190262025895
WDJ222441.66+332702.97,Gaia DR2 1902124398447085696,1902124398447085696,15098.76,8.120622,20.00557,0.998966,336.173484552422,33.4507337346023
WDJ222342.64+334609.70,Gaia DR2 1902191193778926976,1902191193778926976,11875.6,8.655358,20.10852,0.997462,335.927643197877,33.7693246644632
WDJ224245.28+334105.95,Gaia DR2 1902835988632000768,1902835988632000768,16889.79,8.521553,20.20354,0.998827,340.688651361691,33.6848760287589
WDJ224039.35+332421.14,Gaia DR2 1902850832036161536,1902850832036161536,11244.92,8.266515,20.12134,0.995385,340.163928702422,33.4058648523327
WDJ224518.97+343238.54,Gaia DR2 1902981742638369280,1902981742638369280,14483.22,8.249318,20.15951,0.997748,341.328898102795,34.544055808367
WDJ224251.23+341624.08,Gaia DR2 1902997135802347520,1902997135802347520,13807.46,8.834232,20.19254,0.997913,340.713495327992,34.2732914252372
WDJ223914.20+341613.80,Gaia DR2 1903111828608903040,1903111828608903040,11632.19,8.585989,20.08571,0.997357,339.809235771279,34.2705177348107
WDJ224135.27+353047.55,Gaia DR2 1903328844716076544,1903328844716076544,16003.97,8.579649,20.09697,0.998821,340.396939591748,35.513157285828
